# Étalon n°; Conductivité de la solution (us/cm);Conductivité de la solution à 25°C (uS/cm);Température de l'échantillon (°C);Tension mesurée par le conductimètre (V)
1.00;96036.57;100000.00;22.83;247.00
2.00;95963.51;100000.00;22.79;247.00
3.00;95963.51;100000.00;22.79;247.00
4.00;96036.57;100000.00;22.83;247.00
5.00;96036.57;100000.00;22.83;249.00
6.00;96036.57;100000.00;22.83;247.00
7.00;96036.57;100000.00;22.83;247.00
8.00;95963.51;100000.00;22.79;247.00
9.00;95963.51;100000.00;22.79;247.00
10.00;95963.51;100000.00;22.79;247.00
11.00;95963.51;100000.00;22.79;247.00
12.00;95963.51;100000.00;22.79;249.00
13.00;95963.51;100000.00;22.79;247.00
14.00;95963.51;100000.00;22.79;247.00
15.00;95963.51;100000.00;22.79;247.00
16.00;95963.51;100000.00;22.79;247.00
17.00;95963.51;100000.00;22.79;249.00
18.00;96036.57;100000.00;22.83;247.00
19.00;96036.57;100000.00;22.83;247.00
20.00;95963.51;100000.00;22.79;247.00
21.00;95963.51;100000.00;22.79;248.00
22.00;95963.51;100000.00;22.79;247.00
23.00;95963.51;100000.00;22.79;247.00
24.00;95963.51;100000.00;22.79;247.00
25.00;95963.51;100000.00;22.79;247.00
26.00;95963.51;100000.00;22.79;248.00
27.00;95963.51;100000.00;22.79;247.00
28.00;95963.51;100000.00;22.79;248.00
29.00;95963.51;100000.00;22.79;248.00
30.00;96036.57;100000.00;22.83;247.00
31.00;95963.51;100000.00;22.79;247.00
32.00;96036.57;100000.00;22.83;249.00
33.00;95963.51;100000.00;22.79;248.00
34.00;95963.51;100000.00;22.79;247.00
35.00;96036.57;100000.00;22.83;247.00
36.00;96036.57;100000.00;22.83;248.00
37.00;95963.51;100000.00;22.79;247.00
38.00;96036.57;100000.00;22.83;247.00
39.00;95908.72;100000.00;22.76;247.00
40.00;95963.51;100000.00;22.79;247.00
41.00;95963.51;100000.00;22.79;248.00
42.00;96036.57;100000.00;22.83;247.00
43.00;95963.51;100000.00;22.79;247.00
44.00;96036.57;100000.00;22.83;247.00
45.00;95963.51;100000.00;22.79;248.00
46.00;95963.51;100000.00;22.79;247.00
47.00;96036.57;100000.00;22.83;247.00
48.00;95963.51;100000.00;22.79;247.00
49.00;95963.51;100000.00;22.79;247.00
50.00;95908.72;100000.00;22.76;248.00
51.00;96036.57;100000.00;22.83;246.00
52.00;95963.51;100000.00;22.79;248.00
53.00;95963.51;100000.00;22.79;247.00
54.00;95963.51;100000.00;22.79;249.00
55.00;96036.57;100000.00;22.83;247.00
56.00;95963.51;100000.00;22.79;248.00
57.00;96036.57;100000.00;22.83;247.00
58.00;95963.51;100000.00;22.79;247.00
59.00;95963.51;100000.00;22.79;247.00
60.00;95963.51;100000.00;22.79;248.00
61.00;95963.51;100000.00;22.79;248.00
62.00;95963.51;100000.00;22.79;247.00
63.00;95963.51;100000.00;22.79;247.00
64.00;96036.57;100000.00;22.83;247.00
65.00;95963.51;100000.00;22.79;247.00
66.00;95963.51;100000.00;22.79;246.00
67.00;95963.51;100000.00;22.79;248.00
68.00;95963.51;100000.00;22.79;247.00
69.00;95963.51;100000.00;22.79;247.00
70.00;95963.51;100000.00;22.79;247.00
71.00;95963.51;100000.00;22.79;247.00
72.00;95963.51;100000.00;22.79;246.00
73.00;95963.51;100000.00;22.79;247.00
74.00;95963.51;100000.00;22.79;247.00
75.00;95963.51;100000.00;22.79;248.00
76.00;95963.51;100000.00;22.79;247.00
77.00;95963.51;100000.00;22.79;247.00
78.00;95963.51;100000.00;22.79;247.00
79.00;96036.57;100000.00;22.83;247.00
80.00;96036.57;100000.00;22.83;247.00
81.00;95963.51;100000.00;22.79;248.00
82.00;96036.57;100000.00;22.83;247.00
83.00;95963.51;100000.00;22.79;247.00
84.00;95908.72;100000.00;22.76;249.00
85.00;95963.51;100000.00;22.79;249.00
86.00;96036.57;100000.00;22.83;246.00
87.00;95963.51;100000.00;22.79;247.00
88.00;95963.51;100000.00;22.79;248.00
89.00;95963.51;100000.00;22.79;247.00
90.00;95963.51;100000.00;22.79;247.00
91.00;96036.57;100000.00;22.83;247.00
92.00;96036.57;100000.00;22.83;246.00
93.00;96036.57;100000.00;22.83;247.00
94.00;95963.51;100000.00;22.79;247.00
95.00;95963.51;100000.00;22.79;247.00
96.00;95963.51;100000.00;22.79;246.00
97.00;95963.51;100000.00;22.79;248.00
98.00;96036.57;100000.00;22.83;246.00
99.00;95963.51;100000.00;22.79;247.00
100.00;95963.51;100000.00;22.79;247.00
101.00;95963.51;100000.00;22.79;247.00
102.00;95963.51;100000.00;22.79;247.00
103.00;95963.51;100000.00;22.79;247.00
104.00;96036.57;100000.00;22.83;246.00
105.00;96036.57;100000.00;22.83;247.00
106.00;95908.72;100000.00;22.76;246.00
107.00;95963.51;100000.00;22.79;246.00
108.00;96036.57;100000.00;22.83;248.00
109.00;95963.51;100000.00;22.79;247.00
110.00;95963.51;100000.00;22.79;247.00
111.00;95963.51;100000.00;22.79;246.00
112.00;95908.72;100000.00;22.76;248.00
113.00;95963.51;100000.00;22.79;247.00
114.00;95963.51;100000.00;22.79;249.00
115.00;96036.57;100000.00;22.83;247.00
116.00;95963.51;100000.00;22.79;247.00
117.00;95963.51;100000.00;22.79;247.00
118.00;95963.51;100000.00;22.79;247.00
119.00;95963.51;100000.00;22.79;248.00
120.00;95963.51;100000.00;22.79;249.00
121.00;95963.51;100000.00;22.79;246.00
122.00;95963.51;100000.00;22.79;247.00
123.00;95963.51;100000.00;22.79;247.00
124.00;96036.57;100000.00;22.83;246.00
125.00;95963.51;100000.00;22.79;247.00
126.00;95963.51;100000.00;22.79;247.00
127.00;95963.51;100000.00;22.79;246.00
128.00;96036.57;100000.00;22.83;248.00
129.00;95963.51;100000.00;22.79;247.00
130.00;95963.51;100000.00;22.79;247.00
131.00;95963.51;100000.00;22.79;248.00
132.00;95963.51;100000.00;22.79;248.00
133.00;95963.51;100000.00;22.79;247.00
134.00;95963.51;100000.00;22.79;246.00
135.00;95963.51;100000.00;22.79;247.00
136.00;95963.51;100000.00;22.79;248.00
137.00;95963.51;100000.00;22.79;247.00
138.00;96036.57;100000.00;22.83;247.00
139.00;96036.57;100000.00;22.83;247.00
140.00;95963.51;100000.00;22.79;246.00
141.00;95963.51;100000.00;22.79;247.00
142.00;95963.51;100000.00;22.79;247.00
143.00;96036.57;100000.00;22.83;247.00
144.00;96036.57;100000.00;22.83;247.00
145.00;95963.51;100000.00;22.79;247.00
146.00;96036.57;100000.00;22.83;248.00
147.00;96036.57;100000.00;22.83;246.00
148.00;95908.72;100000.00;22.76;247.00
149.00;95963.51;100000.00;22.79;246.00
150.00;95963.51;100000.00;22.79;247.00
151.00;95963.51;100000.00;22.79;246.00
152.00;96036.57;100000.00;22.83;248.00
153.00;96036.57;100000.00;22.83;246.00
154.00;95963.51;100000.00;22.79;246.00
155.00;95963.51;100000.00;22.79;248.00
156.00;95963.51;100000.00;22.79;247.00
157.00;95963.51;100000.00;22.79;246.00
158.00;95963.51;100000.00;22.79;247.00
159.00;95963.51;100000.00;22.79;247.00
160.00;96036.57;100000.00;22.83;247.00
161.00;95963.51;100000.00;22.79;247.00
162.00;95963.51;100000.00;22.79;248.00
163.00;95963.51;100000.00;22.79;247.00
164.00;96036.57;100000.00;22.83;247.00
165.00;95963.51;100000.00;22.79;247.00
166.00;95963.51;100000.00;22.79;247.00
167.00;95963.51;100000.00;22.79;246.00
168.00;95963.51;100000.00;22.79;247.00
169.00;95963.51;100000.00;22.79;248.00
170.00;96036.57;100000.00;22.83;247.00
171.00;95963.51;100000.00;22.79;248.00
172.00;96036.57;100000.00;22.83;247.00
173.00;95963.51;100000.00;22.79;247.00
174.00;95963.51;100000.00;22.79;246.00
175.00;95963.51;100000.00;22.79;246.00
176.00;96036.57;100000.00;22.83;246.00
177.00;95963.51;100000.00;22.79;247.00
178.00;95963.51;100000.00;22.79;246.00
179.00;95963.51;100000.00;22.79;246.00
180.00;95963.51;100000.00;22.79;246.00
181.00;95963.51;100000.00;22.79;249.00
182.00;96036.57;100000.00;22.83;248.00
183.00;95963.51;100000.00;22.79;247.00
184.00;95963.51;100000.00;22.79;246.00
185.00;96036.57;100000.00;22.83;248.00
186.00;95963.51;100000.00;22.79;248.00
187.00;95963.51;100000.00;22.79;247.00
188.00;96036.57;100000.00;22.83;248.00
189.00;95963.51;100000.00;22.79;248.00
190.00;95963.51;100000.00;22.79;247.00
191.00;95963.51;100000.00;22.79;247.00
192.00;96036.57;100000.00;22.83;248.00
193.00;96036.57;100000.00;22.83;247.00
194.00;95963.51;100000.00;22.79;247.00
195.00;95963.51;100000.00;22.79;247.00
196.00;96036.57;100000.00;22.83;246.00
197.00;95963.51;100000.00;22.79;247.00
198.00;95963.51;100000.00;22.79;247.00
199.00;95963.51;100000.00;22.79;247.00
200.00;95963.51;100000.00;22.79;247.00
